rowid,kepid,koi_disposition,koi_pdisposition
8949,2449053,FALSE POSITIVE,FALSE POSITIVE
8950,8587439,FALSE POSITIVE,FALSE POSITIVE
8951,8703506,FALSE POSITIVE,FALSE POSITIVE
8952,8712863,FALSE POSITIVE,FALSE POSITIVE
8953,8962007,FALSE POSITIVE,FALSE POSITIVE
8954,9079915,FALSE POSITIVE,FALSE POSITIVE
8955,10383687,FALSE POSITIVE,FALSE POSITIVE
8956,8248939,FALSE POSITIVE,FALSE POSITIVE
8957,7137213,CANDIDATE,CANDIDATE
8958,3764714,FALSE POSITIVE,FALSE POSITIVE
8959,8823833,FALSE POSITIVE,FALSE POSITIVE
8960,10352333,CANDIDATE,CANDIDATE
8961,1870398,FALSE POSITIVE,FALSE POSITIVE
8962,10160922,CANDIDATE,CANDIDATE
8963,10198225,CANDIDATE,CANDIDATE
8964,10214341,CANDIDATE,CANDIDATE
8965,10219288,FALSE POSITIVE,FALSE POSITIVE
8966,10226343,FALSE POSITIVE,FALSE POSITIVE
8967,4763020,FALSE POSITIVE,FALSE POSITIVE
8968,5288744,FALSE POSITIVE,FALSE POSITIVE
8969,5305225,FALSE POSITIVE,FALSE POSITIVE
8970,5598216,FALSE POSITIVE,FALSE POSITIVE
8971,5637036,FALSE POSITIVE,FALSE POSITIVE
8972,5647008,FALSE POSITIVE,FALSE POSITIVE
8973,10385708,FALSE POSITIVE,FALSE POSITIVE
8974,10404545,FALSE POSITIVE,FALSE POSITIVE
8975,10425070,FALSE POSITIVE,FALSE POSITIVE
8976,10425070,FALSE POSITIVE,FALSE POSITIVE
8977,10461045,FALSE POSITIVE,FALSE POSITIVE
8978,10493253,FALSE POSITIVE,FALSE POSITIVE
8979,4160669,FALSE POSITIVE,FALSE POSITIVE
8980,4269252,FALSE POSITIVE,FALSE POSITIVE
8981,4574310,FALSE POSITIVE,FALSE POSITIVE
8982,4773155,FALSE POSITIVE,FALSE POSITIVE
8983,4862625,FALSE POSITIVE,FALSE POSITIVE
8984,2834805,CANDIDATE,CANDIDATE
8985,2859299,FALSE POSITIVE,FALSE POSITIVE
8986,2984990,CANDIDATE,CANDIDATE
8987,3230095,FALSE POSITIVE,FALSE POSITIVE
8988,3235282,FALSE POSITIVE,FALSE POSITIVE
8989,9142714,CANDIDATE,CANDIDATE
8990,9278575,CANDIDATE,CANDIDATE
8991,9592831,FALSE POSITIVE,FALSE POSITIVE
8992,9770983,FALSE POSITIVE,FALSE POSITIVE
8993,9777089,FALSE POSITIVE,FALSE POSITIVE
8994,8561063,CONFIRMED,CANDIDATE
8995,6233890,FALSE POSITIVE,FALSE POSITIVE
8996,4844004,FALSE POSITIVE,FALSE POSITIVE
8997,6604328,CONFIRMED,CANDIDATE
8998,8396405,CANDIDATE,CANDIDATE
8999,10321972,CANDIDATE,CANDIDATE
9000,10322797,FALSE POSITIVE,FALSE POSITIVE
9001,10331279,CANDIDATE,CANDIDATE
9002,10338529,FALSE POSITIVE,FALSE POSITIVE
9003,10340212,FALSE POSITIVE,FALSE POSITIVE
9004,10383729,FALSE POSITIVE,FALSE POSITIVE
9005,5709226,FALSE POSITIVE,FALSE POSITIVE
9006,5775090,FALSE POSITIVE,FALSE POSITIVE
9007,5791705,FALSE POSITIVE,FALSE POSITIVE
9008,5802205,CANDIDATE,CANDIDATE
9009,5812648,FALSE POSITIVE,FALSE POSITIVE
9010,5858919,CANDIDATE,CANDIDATE
9011,10519701,FALSE POSITIVE,FALSE POSITIVE
9012,10664150,FALSE POSITIVE,FALSE POSITIVE
9013,10735575,FALSE POSITIVE,FALSE POSITIVE
9014,10753394,FALSE POSITIVE,FALSE POSITIVE
9015,10875937,FALSE POSITIVE,FALSE POSITIVE
9016,10907307,FALSE POSITIVE,FALSE POSITIVE
9017,4908495,FALSE POSITIVE,FALSE POSITIVE
9018,4914737,FALSE POSITIVE,FALSE POSITIVE
9019,5083252,FALSE POSITIVE,FALSE POSITIVE
9020,5272571,FALSE POSITIVE,FALSE POSITIVE
9021,5288543,FALSE POSITIVE,FALSE POSITIVE
9022,3241647,FALSE POSITIVE,FALSE POSITIVE
9023,3448456,FALSE POSITIVE,FALSE POSITIVE
9024,3644631,FALSE POSITIVE,FALSE POSITIVE
9025,3644738,FALSE POSITIVE,FALSE POSITIVE
9026,3848083,CANDIDATE,CANDIDATE
9027,6209677,CONFIRMED,CANDIDATE
9028,9529744,FALSE POSITIVE,FALSE POSITIVE
9029,2860114,FALSE POSITIVE,FALSE POSITIVE
9030,5125347,CANDIDATE,CANDIDATE
9031,9156585,FALSE POSITIVE,FALSE POSITIVE
9032,10389280,FALSE POSITIVE,FALSE POSITIVE
9033,10397315,FALSE POSITIVE,FALSE POSITIVE
9034,10403228,CANDIDATE,CANDIDATE
9035,10405482,FALSE POSITIVE,FALSE POSITIVE
9036,10405546,FALSE POSITIVE,FALSE POSITIVE
9037,10407191,CANDIDATE,CANDIDATE
9038,5955197,CANDIDATE,CANDIDATE
9039,5955427,FALSE POSITIVE,FALSE POSITIVE
9040,5956977,FALSE POSITIVE,FALSE POSITIVE
9041,6043574,FALSE POSITIVE,FALSE POSITIVE
9042,6049470,FALSE POSITIVE,FALSE POSITIVE
9043,6105359,FALSE POSITIVE,FALSE POSITIVE
9044,11099109,FALSE POSITIVE,FALSE POSITIVE
9045,11338091,FALSE POSITIVE,FALSE POSITIVE
9046,11400356,FALSE POSITIVE,FALSE POSITIVE
9047,11446424,CANDIDATE,CANDIDATE
9048,11449696,FALSE POSITIVE,FALSE POSITIVE
9049,11456839,FALSE POSITIVE,FALSE POSITIVE
9050,5462901,FALSE POSITIVE,FALSE POSITIVE
9051,5513833,FALSE POSITIVE,FALSE POSITIVE
9052,5632781,FALSE POSITIVE,FALSE POSITIVE
9053,6044064,FALSE POSITIVE,FALSE POSITIVE
9054,4072271,CANDIDATE,CANDIDATE
9055,4073089,FALSE POSITIVE,FALSE POSITIVE
9056,4252671,CANDIDATE,CANDIDATE
9057,4390912,FALSE POSITIVE,FALSE POSITIVE
9058,4472143,FALSE POSITIVE,FALSE POSITIVE
9059,6696580,CONFIRMED,CANDIDATE
9060,3234598,CONFIRMED,CANDIDATE
9061,8380709,CONFIRMED,CANDIDATE
9062,11752632,CONFIRMED,CANDIDATE
9063,11179076,CONFIRMED,CANDIDATE
9064,10452252,CANDIDATE,CANDIDATE
9065,10462462,FALSE POSITIVE,FALSE POSITIVE
9066,10470882,FALSE POSITIVE,FALSE POSITIVE
9067,10470993,FALSE POSITIVE,FALSE POSITIVE
9068,10471055,FALSE POSITIVE,FALSE POSITIVE
9069,10471204,FALSE POSITIVE,FALSE POSITIVE
9070,6119605,FALSE POSITIVE,FALSE POSITIVE
9071,6230649,FALSE POSITIVE,FALSE POSITIVE
9072,6286633,FALSE POSITIVE,FALSE POSITIVE
9073,6451125,FALSE POSITIVE,FALSE POSITIVE
9074,6507334,CANDIDATE,CANDIDATE
9075,6516529,FALSE POSITIVE,FALSE POSITIVE
9076,11501492,FALSE POSITIVE,FALSE POSITIVE
9077,11558217,FALSE POSITIVE,FALSE POSITIVE
9078,11649292,FALSE POSITIVE,FALSE POSITIVE
9079,11760931,FALSE POSITIVE,FALSE POSITIVE
9080,11854061,FALSE POSITIVE,FALSE POSITIVE
9081,6131659,FALSE POSITIVE,FALSE POSITIVE
9082,6207053,FALSE POSITIVE,FALSE POSITIVE
9083,6664842,CANDIDATE,CANDIDATE
9084,6766748,FALSE POSITIVE,FALSE POSITIVE
9085,6878408,CANDIDATE,CANDIDATE
9086,4651399,FALSE POSITIVE,FALSE POSITIVE
9087,4742188,CANDIDATE,CANDIDATE
9088,4742452,CANDIDATE,CANDIDATE
9089,5009688,FALSE POSITIVE,FALSE POSITIVE
9090,5024429,FALSE POSITIVE,FALSE POSITIVE
9091,7747835,FALSE POSITIVE,FALSE POSITIVE
9092,9851983,FALSE POSITIVE,FALSE POSITIVE
9093,9521317,CANDIDATE,CANDIDATE
9094,9651155,FALSE POSITIVE,FALSE POSITIVE
9095,10415227,FALSE POSITIVE,FALSE POSITIVE
9096,9842937,FALSE POSITIVE,FALSE POSITIVE
9097,10468885,CONFIRMED,CANDIDATE
9098,8120608,CONFIRMED,CANDIDATE
9099,10527135,FALSE POSITIVE,FALSE POSITIVE
9100,10471243,FALSE POSITIVE,FALSE POSITIVE
9101,10471296,FALSE POSITIVE,FALSE POSITIVE
9102,10535886,FALSE POSITIVE,FALSE POSITIVE
9103,10535897,FALSE POSITIVE,FALSE POSITIVE
9104,10535926,FALSE POSITIVE,FALSE POSITIVE
9105,10535991,FALSE POSITIVE,FALSE POSITIVE
9106,6600492,FALSE POSITIVE,FALSE POSITIVE
9107,6685403,FALSE POSITIVE,FALSE POSITIVE
9108,6846544,FALSE POSITIVE,FALSE POSITIVE
9109,6848529,FALSE POSITIVE,FALSE POSITIVE
9110,7020168,FALSE POSITIVE,FALSE POSITIVE
9111,12012872,FALSE POSITIVE,FALSE POSITIVE
9112,12069319,FALSE POSITIVE,FALSE POSITIVE
9113,12121118,FALSE POSITIVE,FALSE POSITIVE
9114,12252732,FALSE POSITIVE,FALSE POSITIVE
9115,12554051,FALSE POSITIVE,FALSE POSITIVE
9116,6949550,FALSE POSITIVE,FALSE POSITIVE
9117,7097571,FALSE POSITIVE,FALSE POSITIVE
9118,7281217,FALSE POSITIVE,FALSE POSITIVE
9119,7365447,FALSE POSITIVE,FALSE POSITIVE
9120,8016214,FALSE POSITIVE,FALSE POSITIVE
9121,5201593,FALSE POSITIVE,FALSE POSITIVE
9122,5301093,FALSE POSITIVE,FALSE POSITIVE
9123,5305399,FALSE POSITIVE,FALSE POSITIVE
9124,5389632,FALSE POSITIVE,FALSE POSITIVE
9125,5709103,FALSE POSITIVE,FALSE POSITIVE
9126,9899216,FALSE POSITIVE,FALSE POSITIVE
9127,9959765,FALSE POSITIVE,FALSE POSITIVE
9128,10155286,FALSE POSITIVE,FALSE POSITIVE
9129,10266860,FALSE POSITIVE,FALSE POSITIVE
9130,10321927,FALSE POSITIVE,FALSE POSITIVE
9131,9839062,FALSE POSITIVE,FALSE POSITIVE
9132,10263598,FALSE POSITIVE,FALSE POSITIVE
9133,5097470,FALSE POSITIVE,FALSE POSITIVE
9134,9943435,FALSE POSITIVE,FALSE POSITIVE
9135,5775129,CANDIDATE,CANDIDATE
9136,9963524,CONFIRMED,CANDIDATE
9137,2985587,CANDIDATE,CANDIDATE
9138,10614845,FALSE POSITIVE,FALSE POSITIVE
9139,10616829,FALSE POSITIVE,FALSE POSITIVE
9140,10686909,FALSE POSITIVE,FALSE POSITIVE
9141,10730250,FALSE POSITIVE,FALSE POSITIVE
9142,10790401,CANDIDATE,CANDIDATE
9143,10801951,FALSE POSITIVE,FALSE POSITIVE
9144,7053328,FALSE POSITIVE,FALSE POSITIVE
9145,7106437,FALSE POSITIVE,FALSE POSITIVE
9146,7117050,FALSE POSITIVE,FALSE POSITIVE
9147,7185710,FALSE POSITIVE,FALSE POSITIVE
9148,7282872,FALSE POSITIVE,FALSE POSITIVE
9149,7340624,FALSE POSITIVE,FALSE POSITIVE
9150,12647110,FALSE POSITIVE,FALSE POSITIVE
9151,12647757,CANDIDATE,CANDIDATE
9152,3629119,CANDIDATE,CANDIDATE
9153,3662635,FALSE POSITIVE,FALSE POSITIVE
9154,3734501,FALSE POSITIVE,FALSE POSITIVE
9155,4169315,FALSE POSITIVE,FALSE POSITIVE
9156,8129189,FALSE POSITIVE,FALSE POSITIVE
9157,8167504,CANDIDATE,CANDIDATE
9158,8240861,FALSE POSITIVE,FALSE POSITIVE
9159,8262223,FALSE POSITIVE,FALSE POSITIVE
9160,8311864,CONFIRMED,CANDIDATE
9161,5774375,FALSE POSITIVE,FALSE POSITIVE
9162,5806800,FALSE POSITIVE,FALSE POSITIVE
9163,5879448,FALSE POSITIVE,FALSE POSITIVE
9164,5887316,FALSE POSITIVE,FALSE POSITIVE
9165,5894182,CANDIDATE,CANDIDATE
9166,10405224,FALSE POSITIVE,FALSE POSITIVE
9167,10471005,FALSE POSITIVE,FALSE POSITIVE
9168,10536241,CANDIDATE,CANDIDATE
9169,11182706,CANDIDATE,CANDIDATE
9170,11661803,FALSE POSITIVE,FALSE POSITIVE
9171,10536177,FALSE POSITIVE,FALSE POSITIVE
9172,10920420,FALSE POSITIVE,FALSE POSITIVE
9173,3859363,FALSE POSITIVE,FALSE POSITIVE
9174,7463685,CANDIDATE,CANDIDATE
9175,6716545,CONFIRMED,CANDIDATE
9176,6837283,CANDIDATE,CANDIDATE
9177,9757613,CONFIRMED,CANDIDATE
9178,5364071,CONFIRMED,CANDIDATE
9179,11250587,CONFIRMED,CANDIDATE
9180,9084569,CANDIDATE,CANDIDATE
9181,9087580,CANDIDATE,CANDIDATE
9182,9099607,CANDIDATE,CANDIDATE
9183,10844823,CANDIDATE,CANDIDATE
9184,10862284,FALSE POSITIVE,FALSE POSITIVE
9185,10862759,CANDIDATE,CANDIDATE
9186,10877024,FALSE POSITIVE,FALSE POSITIVE
9187,10920281,CANDIDATE,CANDIDATE
9188,11032748,CANDIDATE,CANDIDATE
9189,7622473,FALSE POSITIVE,FALSE POSITIVE
9190,7662744,FALSE POSITIVE,FALSE POSITIVE
9191,7686191,FALSE POSITIVE,FALSE POSITIVE
9192,7690521,FALSE POSITIVE,FALSE POSITIVE
9193,7762886,FALSE POSITIVE,FALSE POSITIVE
9194,7811537,FALSE POSITIVE,FALSE POSITIVE
9195,4566999,FALSE POSITIVE,FALSE POSITIVE
9196,4569942,FALSE POSITIVE,FALSE POSITIVE
9197,4572728,CANDIDATE,CANDIDATE
9198,4772095,FALSE POSITIVE,FALSE POSITIVE
9199,4847801,FALSE POSITIVE,FALSE POSITIVE
9200,5098334,CANDIDATE,CANDIDATE
9201,8398290,FALSE POSITIVE,FALSE POSITIVE
9202,8504570,FALSE POSITIVE,FALSE POSITIVE
9203,8569819,FALSE POSITIVE,FALSE POSITIVE
9204,8693536,CANDIDATE,CANDIDATE
9205,8701327,FALSE POSITIVE,FALSE POSITIVE
9206,5962509,FALSE POSITIVE,FALSE POSITIVE
9207,6106046,CANDIDATE,CANDIDATE
9208,6113752,FALSE POSITIVE,FALSE POSITIVE
9209,6147851,FALSE POSITIVE,FALSE POSITIVE
9210,6198256,FALSE POSITIVE,FALSE POSITIVE
9211,11661803,FALSE POSITIVE,FALSE POSITIVE
9212,11709006,CANDIDATE,CANDIDATE
9213,12021943,FALSE POSITIVE,FALSE POSITIVE
9214,12602999,CANDIDATE,CANDIDATE
9215,12644020,FALSE POSITIVE,FALSE POSITIVE
9216,11294822,CANDIDATE,CANDIDATE
9217,11443757,CANDIDATE,CANDIDATE
9218,12120307,CANDIDATE,CANDIDATE
9219,9729691,FALSE POSITIVE,FALSE POSITIVE
9220,5511081,CONFIRMED,CANDIDATE
9221,10350571,CANDIDATE,CANDIDATE
9222,10604335,CONFIRMED,FALSE POSITIVE
9223,9101271,FALSE POSITIVE,FALSE POSITIVE
9224,9118340,FALSE POSITIVE,FALSE POSITIVE
9225,9159198,FALSE POSITIVE,FALSE POSITIVE
9226,9210820,CANDIDATE,CANDIDATE
9227,9227215,CANDIDATE,CANDIDATE
9228,11098004,FALSE POSITIVE,FALSE POSITIVE
9229,11135119,FALSE POSITIVE,FALSE POSITIVE
9230,11139682,CANDIDATE,CANDIDATE
9231,11145726,FALSE POSITIVE,FALSE POSITIVE
9232,11152950,FALSE POSITIVE,FALSE POSITIVE
9233,7811537,FALSE POSITIVE,FALSE POSITIVE
9234,7874976,FALSE POSITIVE,FALSE POSITIVE
9235,7888957,FALSE POSITIVE,FALSE POSITIVE
9236,7900114,FALSE POSITIVE,FALSE POSITIVE
9237,7936194,FALSE POSITIVE,FALSE POSITIVE
9238,5468555,FALSE POSITIVE,FALSE POSITIVE
9239,5638699,FALSE POSITIVE,FALSE POSITIVE
9240,5683219,CANDIDATE,CANDIDATE
9241,5871116,FALSE POSITIVE,FALSE POSITIVE
9242,5956171,CANDIDATE,CANDIDATE
9243,6032318,FALSE POSITIVE,FALSE POSITIVE
9244,8879915,FALSE POSITIVE,FALSE POSITIVE
9245,9207508,FALSE POSITIVE,FALSE POSITIVE
9246,9243795,FALSE POSITIVE,FALSE POSITIVE
9247,9291368,FALSE POSITIVE,FALSE POSITIVE
9248,9458266,CANDIDATE,CANDIDATE
9249,6199716,FALSE POSITIVE,FALSE POSITIVE
9250,6205566,FALSE POSITIVE,FALSE POSITIVE
9251,6442602,FALSE POSITIVE,FALSE POSITIVE
9252,6445531,FALSE POSITIVE,FALSE POSITIVE
9253,6451368,CANDIDATE,CANDIDATE
9254,4738095,FALSE POSITIVE,FALSE POSITIVE
9255,5128966,FALSE POSITIVE,FALSE POSITIVE
9256,5872139,FALSE POSITIVE,FALSE POSITIVE
9257,6887321,FALSE POSITIVE,FALSE POSITIVE
9258,7049771,FALSE POSITIVE,FALSE POSITIVE
9259,12008916,FALSE POSITIVE,FALSE POSITIVE
9260,4645492,FALSE POSITIVE,FALSE POSITIVE
9261,7841925,CANDIDATE,CANDIDATE
9262,7202957,CANDIDATE,CANDIDATE
9263,9092504,CANDIDATE,CANDIDATE
9264,4831728,CANDIDATE,CANDIDATE
9265,10122538,CONFIRMED,CANDIDATE
9266,9347066,FALSE POSITIVE,FALSE POSITIVE
9267,9390228,CANDIDATE,CANDIDATE
9268,9392016,FALSE POSITIVE,FALSE POSITIVE
9269,9429631,FALSE POSITIVE,FALSE POSITIVE
9270,9469494,CANDIDATE,CANDIDATE
9271,9518558,FALSE POSITIVE,FALSE POSITIVE
9272,11296205,CANDIDATE,CANDIDATE
9273,11348086,FALSE POSITIVE,FALSE POSITIVE
9274,11350634,CANDIDATE,CANDIDATE
9275,11357185,FALSE POSITIVE,FALSE POSITIVE
9276,11358305,CANDIDATE,CANDIDATE
9277,11392362,CANDIDATE,CANDIDATE
9278,8028465,FALSE POSITIVE,FALSE POSITIVE
9279,8129641,FALSE POSITIVE,FALSE POSITIVE
9280,8226720,FALSE POSITIVE,FALSE POSITIVE
9281,8307354,FALSE POSITIVE,FALSE POSITIVE
9282,8527297,CANDIDATE,CANDIDATE
9283,8588982,FALSE POSITIVE,FALSE POSITIVE
9284,6182508,FALSE POSITIVE,FALSE POSITIVE
9285,6195669,FALSE POSITIVE,FALSE POSITIVE
9286,6356506,CANDIDATE,CANDIDATE
9287,6583107,FALSE POSITIVE,FALSE POSITIVE
9288,6681618,FALSE POSITIVE,FALSE POSITIVE
9289,7106438,FALSE POSITIVE,FALSE POSITIVE
9290,9652166,FALSE POSITIVE,FALSE POSITIVE
9291,9711751,FALSE POSITIVE,FALSE POSITIVE
9292,9821078,FALSE POSITIVE,FALSE POSITIVE
9293,9899583,FALSE POSITIVE,FALSE POSITIVE
9294,10019854,CANDIDATE,CANDIDATE
9295,6531617,CANDIDATE,CANDIDATE
9296,6863187,FALSE POSITIVE,FALSE POSITIVE
9297,6887030,CANDIDATE,CANDIDATE
9298,6974867,FALSE POSITIVE,FALSE POSITIVE
9299,7031726,FALSE POSITIVE,FALSE POSITIVE
9300,7959310,FALSE POSITIVE,FALSE POSITIVE
9301,8012732,FALSE POSITIVE,FALSE POSITIVE
9302,8439949,CANDIDATE,CANDIDATE
9303,8808064,FALSE POSITIVE,FALSE POSITIVE
9304,8815031,FALSE POSITIVE,FALSE POSITIVE
9305,6114140,FALSE POSITIVE,FALSE POSITIVE
9306,8801316,CONFIRMED,CANDIDATE
9307,8429415,FALSE POSITIVE,FALSE POSITIVE
9308,8560804,FALSE POSITIVE,FALSE POSITIVE
9309,5091016,FALSE POSITIVE,FALSE POSITIVE
9310,7347246,CONFIRMED,CANDIDATE
9311,9529148,FALSE POSITIVE,FALSE POSITIVE
9312,9531850,FALSE POSITIVE,FALSE POSITIVE
9313,9541094,FALSE POSITIVE,FALSE POSITIVE
9314,9579753,FALSE POSITIVE,FALSE POSITIVE
9315,9588880,FALSE POSITIVE,FALSE POSITIVE
9316,9602658,FALSE POSITIVE,FALSE POSITIVE
9317,11453349,CANDIDATE,CANDIDATE
9318,11560397,FALSE POSITIVE,FALSE POSITIVE
9319,11565903,FALSE POSITIVE,FALSE POSITIVE
9320,11601597,FALSE POSITIVE,FALSE POSITIVE
9321,11612241,FALSE POSITIVE,FALSE POSITIVE
9322,8608544,FALSE POSITIVE,FALSE POSITIVE
9323,8608544,CANDIDATE,CANDIDATE
9324,8618147,FALSE POSITIVE,FALSE POSITIVE
9325,8630840,FALSE POSITIVE,FALSE POSITIVE
9326,8683144,FALSE POSITIVE,FALSE POSITIVE
9327,8708961,CANDIDATE,CANDIDATE
9328,7751294,FALSE POSITIVE,FALSE POSITIVE
9329,7832787,CANDIDATE,CANDIDATE
9330,8008913,FALSE POSITIVE,FALSE POSITIVE
9331,8022520,CANDIDATE,CANDIDATE
9332,8108450,FALSE POSITIVE,FALSE POSITIVE
9333,8293631,FALSE POSITIVE,FALSE POSITIVE
9334,10063044,FALSE POSITIVE,FALSE POSITIVE
9335,10208759,FALSE POSITIVE,FALSE POSITIVE
9336,10352603,FALSE POSITIVE,FALSE POSITIVE
9337,10486425,FALSE POSITIVE,FALSE POSITIVE
9338,10552700,FALSE POSITIVE,FALSE POSITIVE
9339,7115550,FALSE POSITIVE,FALSE POSITIVE
9340,7116024,FALSE POSITIVE,FALSE POSITIVE
9341,7116519,FALSE POSITIVE,FALSE POSITIVE
9342,7134626,CANDIDATE,CANDIDATE
9343,7177766,FALSE POSITIVE,FALSE POSITIVE
9344,9268159,CANDIDATE,CANDIDATE
9345,9899449,FALSE POSITIVE,FALSE POSITIVE
9346,10023069,FALSE POSITIVE,FALSE POSITIVE
9347,10214873,FALSE POSITIVE,FALSE POSITIVE
9348,10515564,CANDIDATE,CANDIDATE
9349,6521526,FALSE POSITIVE,FALSE POSITIVE
9350,6953281,FALSE POSITIVE,FALSE POSITIVE
9351,8740744,FALSE POSITIVE,FALSE POSITIVE
9352,7732285,FALSE POSITIVE,FALSE POSITIVE
9353,11912932,FALSE POSITIVE,FALSE POSITIVE
9354,8895758,CONFIRMED,CANDIDATE
9355,8581240,CANDIDATE,CANDIDATE
9356,6196457,CONFIRMED,FALSE POSITIVE
9357,9604563,CANDIDATE,CANDIDATE
9358,9639021,FALSE POSITIVE,FALSE POSITIVE
9359,9640649,CANDIDATE,CANDIDATE
9360,9643210,FALSE POSITIVE,FALSE POSITIVE
9361,9650579,CANDIDATE,CANDIDATE
9362,9650762,CANDIDATE,CANDIDATE
9363,11714107,CANDIDATE,CANDIDATE
9364,11724094,FALSE POSITIVE,FALSE POSITIVE
9365,11774383,FALSE POSITIVE,FALSE POSITIVE
9366,11804952,FALSE POSITIVE,FALSE POSITIVE
9367,11819135,FALSE POSITIVE,FALSE POSITIVE
9368,11904835,CANDIDATE,CANDIDATE
9369,8742735,FALSE POSITIVE,FALSE POSITIVE
9370,8743244,FALSE POSITIVE,FALSE POSITIVE
9371,8743244,FALSE POSITIVE,FALSE POSITIVE
9372,8748435,FALSE POSITIVE,FALSE POSITIVE
9373,8766268,FALSE POSITIVE,FALSE POSITIVE
9374,8329346,CANDIDATE,CANDIDATE
9375,8637903,CANDIDATE,CANDIDATE
9376,8673511,CANDIDATE,CANDIDATE
9377,8873674,FALSE POSITIVE,FALSE POSITIVE
9378,9011955,CANDIDATE,CANDIDATE
9379,10613718,FALSE POSITIVE,FALSE POSITIVE
9380,10857589,FALSE POSITIVE,FALSE POSITIVE
9381,10937609,FALSE POSITIVE,FALSE POSITIVE
9382,11076279,FALSE POSITIVE,FALSE POSITIVE
9383,11154043,FALSE POSITIVE,FALSE POSITIVE
9384,7199724,FALSE POSITIVE,FALSE POSITIVE
9385,7199756,FALSE POSITIVE,FALSE POSITIVE
9386,7282168,FALSE POSITIVE,FALSE POSITIVE
9387,7300182,CANDIDATE,CANDIDATE
9388,7366501,CANDIDATE,CANDIDATE
9389,11124353,FALSE POSITIVE,FALSE POSITIVE
9390,11868122,FALSE POSITIVE,FALSE POSITIVE
9391,12554485,CANDIDATE,CANDIDATE
9392,12555140,FALSE POSITIVE,FALSE POSITIVE
9393,5391407,FALSE POSITIVE,FALSE POSITIVE
9394,8813404,FALSE POSITIVE,FALSE POSITIVE
9395,9962731,FALSE POSITIVE,FALSE POSITIVE
9396,4076976,FALSE POSITIVE,FALSE POSITIVE
9397,7115785,FALSE POSITIVE,FALSE POSITIVE
9398,6042031,FALSE POSITIVE,FALSE POSITIVE
9399,9641076,FALSE POSITIVE,FALSE POSITIVE
9400,5817613,FALSE POSITIVE,FALSE POSITIVE
9401,9656547,FALSE POSITIVE,FALSE POSITIVE
9402,9658192,FALSE POSITIVE,FALSE POSITIVE
9403,9710611,FALSE POSITIVE,FALSE POSITIVE
9404,9710626,FALSE POSITIVE,FALSE POSITIVE
9405,9710792,FALSE POSITIVE,FALSE POSITIVE
9406,11918793,FALSE POSITIVE,FALSE POSITIVE
9407,11922290,FALSE POSITIVE,FALSE POSITIVE
9408,11966668,FALSE POSITIVE,FALSE POSITIVE
9409,11967872,FALSE POSITIVE,FALSE POSITIVE
9410,12004656,FALSE POSITIVE,FALSE POSITIVE
9411,8821936,FALSE POSITIVE,FALSE POSITIVE
9412,8832676,FALSE POSITIVE,FALSE POSITIVE
9413,8873873,CANDIDATE,CANDIDATE
9414,9075882,FALSE POSITIVE,FALSE POSITIVE
9415,9084832,FALSE POSITIVE,FALSE POSITIVE
9416,9093859,FALSE POSITIVE,FALSE POSITIVE
9417,9239670,FALSE POSITIVE,FALSE POSITIVE
9418,9388557,FALSE POSITIVE,FALSE POSITIVE
9419,9532997,FALSE POSITIVE,FALSE POSITIVE
9420,9536836,FALSE POSITIVE,FALSE POSITIVE
9421,10226420,FALSE POSITIVE,FALSE POSITIVE
9422,11187972,CANDIDATE,CANDIDATE
9423,11234677,FALSE POSITIVE,FALSE POSITIVE
9424,11235323,FALSE POSITIVE,FALSE POSITIVE
9425,11358392,FALSE POSITIVE,FALSE POSITIVE
9426,11959569,FALSE POSITIVE,FALSE POSITIVE
9427,7367164,CANDIDATE,CANDIDATE
9428,7386391,FALSE POSITIVE,FALSE POSITIVE
9429,7448023,FALSE POSITIVE,FALSE POSITIVE
9430,7757698,FALSE POSITIVE,FALSE POSITIVE
9431,7879648,FALSE POSITIVE,FALSE POSITIVE
9432,6946985,FALSE POSITIVE,FALSE POSITIVE
9433,7451315,FALSE POSITIVE,FALSE POSITIVE
9434,9209808,FALSE POSITIVE,FALSE POSITIVE
9435,9592621,CANDIDATE,CANDIDATE
9436,10010452,FALSE POSITIVE,FALSE POSITIVE
9437,11087662,FALSE POSITIVE,FALSE POSITIVE
9438,11872364,CANDIDATE,CANDIDATE
9439,10397751,CANDIDATE,CANDIDATE
9440,5980061,FALSE POSITIVE,FALSE POSITIVE
9441,5544450,CANDIDATE,CANDIDATE
9442,10420301,FALSE POSITIVE,FALSE POSITIVE
9443,3858917,FALSE POSITIVE,FALSE POSITIVE
9444,9777990,FALSE POSITIVE,FALSE POSITIVE
9445,9813678,FALSE POSITIVE,FALSE POSITIVE
9446,9826551,FALSE POSITIVE,FALSE POSITIVE
9447,9838537,FALSE POSITIVE,FALSE POSITIVE
9448,9838761,FALSE POSITIVE,FALSE POSITIVE
9449,12156930,CANDIDATE,CANDIDATE
9450,12266099,CANDIDATE,CANDIDATE
9451,12307496,CANDIDATE,CANDIDATE
9452,12419303,FALSE POSITIVE,FALSE POSITIVE
9453,12453855,FALSE POSITIVE,FALSE POSITIVE
9454,12459808,FALSE POSITIVE,FALSE POSITIVE
9455,9114508,FALSE POSITIVE,FALSE POSITIVE
9456,9216810,FALSE POSITIVE,FALSE POSITIVE
9457,9340460,FALSE POSITIVE,FALSE POSITIVE
